Ano;Região;UF;Município;Código Município IBGE;CNPJ Município/SEDUC;Nome Escola;Código Escola;Rede Atendimento;Quantidade Alunos;CNPJ Executora;Nome Executora;Programa;Destinação;Valor Custeio;Valor Capital;Valor Total;Data da Ord. de Pagamento
2022;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC CORACAO DE MENINO JESUS II;12029866;ADMINISTRAÇÃO PÚBLICA ESTADUAL;6;'14199955000124;COMITE EXECUTIVO CONSORCIO LEONILIA VITORIANO DE AZEVEDO;PDDE EQUIDADE;Agua 2019;20000;5000;25000;15/12/2022
2022;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC VALDINA TORQUATO DO NASCIMENTO;12030066;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;542;'08914212000196;CONSELHO ESCOLAR AUREA ACCIOLY DOURADO;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;26/04/2022
2022;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC PRINCESA DA FLORESTA;12030210;ADMINISTRAÇÃO PÚBLICA ESTADUAL;130;'21318133000180;COMITE EXECUTIVO PRINCESA DA FLORESTA;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;20/04/2022
2022;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC NOVO HORIZONTE;12030465;ADMINISTRAÇÃO PÚBLICA ESTADUAL;24;'14315814000120;COMITE EXECUTIVO CONSORCIO NOVO HORIZONTE;PDDE EQUIDADE;Agua 2019;20000;5000;25000;19/12/2022
2022;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC NOVO HORIZONTE;12030465;ADMINISTRAÇÃO PÚBLICA ESTADUAL;24;'14315814000120;COMITE EXECUTIVO CONSORCIO NOVO HORIZONTE;PDDE EQUIDADE;Campo 2019;9100;3900;13000;19/12/2022
2022;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC FRANCISCO NAPOLEAO DE ARAUJO;12031755;ADMINISTRAÇÃO PÚBLICA ESTADUAL;380;'19874634000100;COMITE EXECUTIVO FRANCISCO NAPOLEAO DE ARAUJO;PDDE EQUIDADE;Campo 2019;10500;4500;15000;14/06/2022
2022;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC ELZIRA ANGELICA DO NASCIMENTO;12031852;ADMINISTRAÇÃO PÚBLICA ESTADUAL;230;'28684020000148;COMITE EXECUTIVO ELZIRA ANGELICA DO NASCIMENTO;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;20/04/2022
2022;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC CIVICO MILITAR WILSON BARBOSA;12033847;ADMINISTRAÇÃO PÚBLICA ESTADUAL;444;'44578906000163;COMITE EXECUTIVO ESCOLA CIVICO-MILITAR WILSON BARBOSA;PDDE EQUIDADE;Sala de Recursos 2022;6400;25600;32000;20/04/2022
2022;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC ILSON ALVES RIBEIRO;12043028;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;438;'11889923000162;CONSELHO ESCOLAR ILSON ALVES RIBEIRO;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;26/04/2022
2022;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC LUIZA ALVES BEZERRA;12045829;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;8;'12196854000174;CONSELHO ESCOLAR CONSORCIO GESILDA DE FREITAS PAIXAO;PDDE EQUIDADE;Campo 2019;8120;3480;11600;19/12/2022
2022;NORTE;AC;ACRELANDIA;1200013;'84306737000127;ESC RITA BOCALOM;12048224;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;498;'10276005000103;CONSELHO ESCOLAR SEBASTIAO RAMOS DA FONSECA;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;13/04/2022
2022;NORTE;AC;SENADOR GUIOMARD;1200450;'04077251000125;ESC MANOEL GONZAGA B FILHO;12056227;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;313;'11230129000102;ESCOLA MANOEL GONZAGA BEZERRA FILHO;PDDE EQUIDADE;Sala de Recursos 2022;6400;25600;32000;13/04/2022
2022;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC GOVERNADOR JOSE AUGUSTO;12091235;ADMINISTRAÇÃO PÚBLICA ESTADUAL;434;'12110194000167;COMITE EXECUTIVO GOVERNADOR JOSE AUGUSTO;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;20/04/2022
2022;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA TAMAKAYA;12097225;ADMINISTRAÇÃO PÚBLICA ESTADUAL;241;'14298443000115;COMITE EXECUTIVO TAMAKAYA;PDDE EQUIDADE;Sala de Recursos 2022;4000;16000;20000;20/04/2022
2022;NORTE;AC;BUJARI;1200138;'04033254000167;ESC SAO PEDRO;12104221;ADMINISTRAÇÃO PÚBLICA ESTADUAL;56;'20112337000106;COMITE EXECUTIVO CONSORCIO SAO PEDRO;PDDE EQUIDADE;Campo 2019;9100;3900;13000;08/06/2022
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESC PADRE ALFREDO NUSS;12000191;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;331;'01216709000191;CONSELHO ESCOLAR PADRE ALFREDO NUSS;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;6400;25600;32000;13/09/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC LUIZ ANTONIO MEIRIM PEDREIRA;12000876;ADMINISTRAÇÃO PÚBLICA ESTADUAL;220;'01193450000100;COMITE EXECUTIVO LUIZ ANTONIO MEIRIM PEDREIRA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/12/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC JUAREZ IBERNON;12000906;ADMINISTRAÇÃO PÚBLICA ESTADUAL;289;'02783271000196;COMITE EXECUTIVO JUAREZ IBERNON;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC NORBERTO ASSUNCAO CAVALCANTE;12001104;ADMINISTRAÇÃO PÚBLICA ESTADUAL;136;'03339688000127;COMITE EXECUTIVO NOBERTO ASSUNCAO CAVALCANTE;PDDE EQUIDADE;PDDE AGUA 2020;25600;6400;32000;05/12/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC PLACIDO DE CASTRO;12001228;ADMINISTRAÇÃO PÚBLICA ESTADUAL;113;'01227722000146;COMITE EXECUTIVO PLACIDO DE CASTRO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04012548000102;ESC RUI BARBOSA;12001392;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;256;'01932020000163;CONSELHO ESCOLAR RUI BARBOSA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;13/09/2023
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC 7 DE SETEMBRO;12001872;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;25;'03162389000160;CONSELHO ESCOLAR JOAQUIM MOREIRA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC JOAO SABINO DA ROCHA;12002119;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;42;'03165340000160;CONSELHO ESCOLAR RUBENS SABINO DA ROCHA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC JOSEFA DE QUEIROZ;12002186;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;37;'07515148000108;CONSELHO ESCOLAR LUTAS E CONQUISTAS;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC JOSE DO PATROCINIO;12002712;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;68;'11287845000126;CONSELHO ESCOLAR TRANSPARENCIA E COMPANHEIRISMO;PDDE EQUIDADE;PDDE Agua 2021;20000;5000;25000;27/10/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC JOSE PINTO PEREIRA;12002763;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;91;'11287900000188;CONSELHO ESCOLAR EDUCACAO E CREDIBILIDADE;PDDE EQUIDADE;PDDE Agua 2021;20000;5000;25000;27/10/2023
2023;NORTE;AC;PORTO WALTER;1200393;'63603625000168;ESC HELENA NOBRE;12003190;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;116;'03520043000196;CONSELHO ESCOLAR HELENA NOBRE;PDDE EQUIDADE;Campo 2022;18134,9;7772,1;25907;08/12/2023
2023;NORTE;AC;PORTO WALTER;1200393;'63603625000168;ESC VENCESLAU BRAZ;12003522;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;146;'03491528000107;CONSELHO ESCOLAR VENCESLAU BRAZ;PDDE EQUIDADE;PDDE AGUA 2020;25600;6400;32000;05/12/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC EDSON MOURA;12003611;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;106;'09293315000149;CONSELHO ESCOLAR EDSON MOURA;PDDE EQUIDADE;PDDE AGUA 2020;22400;5600;28000;18/12/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC FELICISSIMO NEGREIROS;12003638;ADMINISTRAÇÃO PÚBLICA ESTADUAL;220;'08048594000112;COMITE EXECUTIVO FELICISSIMO NEGREIROS;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'04033254000167;ESC FRANCISCO LINO RIBEIRO;12003654;ADMINISTRAÇÃO PÚBLICA ESTADUAL;159;'05649093000101;COMITE EXECUTIVO FRANCISCO LINO RIBEIRO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC GODOFREDO SAMPAIO;12003697;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;214;'08752120000157;CONSELHO ESCOLAR GODOFREDO SAMPAIO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC MARGARIDA PEDREIRA;12003832;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;231;'09532991000128;CONSELHO ESCOLAR MARGARIDA PEDREIRA;PDDE EQUIDADE;Campo 2021;20924,4;8967,6;29892;08/12/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC MARIA DE NAZARE PEREIRA DA SILVA;12003840;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;48;'41619611000108;COMITE EXECUTIVO CONSORCIO FRANCISCO DAS CHAGAS SILVA;PDDE EQUIDADE;Campo 2022;16181,9;6935,1;23117;08/12/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC PEDRO DE MELO CORREIA;12003875;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;267;'04039644000144;CONSELHO ESCOLAR PEDRO DE MELO CORREIA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC EUGENIA MORAIS DA SILVEIRA;12004243;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;206;'12008233000110;COMITE EXECUTIVO EUGENIA MORAIS;PDDE EQUIDADE;PDDE AGUA 2020;25600;6400;32000;17/11/2023
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC INFANTIL TOPPO GIGIO;12004480;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;284;'03032206000191;COMITE EXECUTIVO TOPPO GIGIO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC AMAZILIO SAMPAIO;12005088;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;44;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC BERNARDO ABDON DA SILVA;12005126;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;435;'07500516000144;CONSELHO ESCOLAR EL SHAODAY;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC CORONEL FLORENCIO DA CUNHA;12005142;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;47;'12113028000114;CONSELHO ESCOLAR CONSORCIO SALVADOR;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO PERES BAYMA;12005185;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;33;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC GRASIELA MELO FREIRE;12005193;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;31;'07507311000190;CONSELHO ESCOLAR COMUNIDADE UNIDA NA PAZ;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;18/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC NOSSA SENHORA DA LUZ;12005282;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC NOSSA SENHORA DE GUADALUPE;12005290;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;25;'12113028000114;CONSELHO ESCOLAR CONSORCIO SALVADOR;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC OSSAN GAVIAO;12005320;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;16;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC RAIMUNDA LIMA ARAGAO;12005339;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;17;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE EQUIDADE;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC 15 DE JUNHO;12005398;ADMINISTRAÇÃO PÚBLICA ESTADUAL;306;'11396227000114;COMITE EXECUTIVO CONSORCIO AURORA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC ALMIRANTE BARROSO;12005479;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;378;'05736270000189;COMITE EXECUTIVO ALMIRANTE BARROSO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;13/09/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC CEL JOSE MARQUES DE ALBUQUERQUE;12005592;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;204;'06334310000129;COMITE EXECUTIVO PARAISO;PDDE EQUIDADE;PDDE AGUA 2020;25600;6400;32000;05/12/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC DR DEMOSTENES RODRIGUES;12005738;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;80;'04466118000160;COMITE EXECUTIVO TAMANDARE;PDDE EQUIDADE;PDDE Agua 2021;22400;5600;28000;27/10/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MAJOR BAYMA;12005975;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;129;'06334610000108;COMITE EXECUTIVO VITORIA NOVA;PDDE EQUIDADE;PDDE AGUA 2020;22400;5600;28000;05/12/2023
2023;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC MARECHAL CASTELO BRANCO;12005983;ADMINISTRAÇÃO PÚBLICA ESTADUAL;13;'11396188000155;COMITE EXECUTIVO CONSORCIO ITAMARATY;PDDE EQUIDADE;PDDE Agua 2021;20000;5000;25000;23/11/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MANOEL TEIXEIRA;12006009;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;239;'07511836000108;COMITE EXECUTIVO MANOEL TEIXEIRA;PDDE EQUIDADE;PDDE Agua 2021;20000;5000;25000;22/11/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MARIA DA GLORIA RODRIGUES;12006068;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;43;'07511832000111;COMITE EXECUTIVO MARIA DA GLORIA RODRIGUES;PDDE EQUIDADE;PDDE Agua 2021;25600;6400;32000;27/10/2023
2023;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC MARIA DE LOURDES ALBUQUERQUE DOS SANTOS;12006076;ADMINISTRAÇÃO PÚBLICA ESTADUAL;107;'11396164000104;COMITE EXECUTIVO CONSORCIO VITORIA;PDDE EQUIDADE;PDDE Agua 2021;25600;6400;32000;23/11/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MARIA ODILIA DA SILVA DE MELO;12006130;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;183;'06334432000115;COMITE EXECUTIVO RIO BRANCO;PDDE EQUIDADE;PDDE AGUA 2020;25600;6400;32000;05/12/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MARIA DONIZETE MOTA;12006211;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;275;'03029050000190;COMITE EXECUTIVO MARIA LEDA DE OLIVEIRA HAGE;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;TARAUACA;1200609;'04033254000167;ESC ROSAURA MOURAO DA ROCHA;12006300;ADMINISTRAÇÃO PÚBLICA ESTADUAL;582;'01223447000192;COMITE EXECUTIVO ROSAURA MOURAO DA ROCHA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/12/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC SAO SEBASTIAO;12006475;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;189;'06334496000116;COMITE EXECUTIVO JOACY;PDDE EQUIDADE;PDDE AGUA 2020;22400;5600;28000;08/12/2023
2023;NORTE;AC;SENA MADUREIRA;1200500;'04513362000137;ESC SIQUEIRA DE MENEZES;12007609;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;368;'01193693000149;CONSELHO ESCOLAR SIQUEIRA DE MENEZES;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC RAIMUNDO MAGALHAES;12008389;ADMINISTRAÇÃO PÚBLICA ESTADUAL;258;'01193691000150;COMITE EXECUTIVO RAIMUNDO MAGALHAES;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC CEI MARIA ESTELA MARQUES;12009172;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;248;'35427232000105;CONSELHO ESCOLAR UNIDADE EXECUTORA MARIA ESTELA MARQUES;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC PEDRO GOMES DE LIMA;12009555;ADMINISTRAÇÃO PÚBLICA ESTADUAL;311;'20112337000106;COMITE EXECUTIVO CONSORCIO SAO PEDRO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;CAPIXABA;1200179;'84306604000150;ESC NAIR SOMBRA;12009881;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;665;'02437153000126;CONSELHO ESCOLAR VERIANO ALVES DE SOUZA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;13/09/2023
2023;NORTE;AC;PLACIDO DE CASTRO;1200385;'04033254000167;ESC MANOEL BARROS;12010391;ADMINISTRAÇÃO PÚBLICA ESTADUAL;152;'03587267000115;COMITE EXECUTIVO MANOEL BARROS;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;PLACIDO DE CASTRO;1200385;'04076733000160;ESC PROF CARLOS JOSE DOS SANTOS;12010626;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;129;'03170418000135;CONSELHO ESCOLAR PROF CARLOS JOSE DOS SANTOS;PDDE EQUIDADE;PDDE AGUA 2020;22400;5600;28000;08/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ADOLFO BARBOSA LEITE;12011045;ADMINISTRAÇÃO PÚBLICA ESTADUAL;27;'01191004000167;COMITE EXECUTIVO ADOLFO BARBOSA LEITE;PDDE EQUIDADE;PDDE Agua 2021;20000;5000;25000;23/11/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ARACY CERQUEIRA;12011150;ADMINISTRAÇÃO PÚBLICA ESTADUAL;207;'01197551000150;COMITE EXECUTIVO ARACY CERQUEIRA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC AUREA PIRES MONTES DE SOUZA;12011169;ADMINISTRAÇÃO PÚBLICA ESTADUAL;336;'01205553000143;COMITE EXECUTIVO AUREA PIRES MONTES DE SOUZA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;6400;25600;32000;08/08/2023
2023;NORTE;AC;SENADOR GUIOMARD;1200450;'04033254000167;ESC BOA VISTA;12011274;ADMINISTRAÇÃO PÚBLICA ESTADUAL;204;'05104761000107;COMITE EXECUTIVO BOA VISTA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC AFONSO PINTO DE MEDEIROS;12011576;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;313;'00670660000180;CONSELHO ESCOLARUNIDADE EXECUTORA AFONSO PINTO DE MEDEIROS;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC MARIA LUCIA MOURA MARIN;12011924;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;233;'00670657000166;CONSELHO ESCOLARUNIDADE EXECUTORA MARIA LUCIA MOURA MARIN;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;13/09/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC HUMBERTO SOARES DA COSTA;12012017;ADMINISTRAÇÃO PÚBLICA ESTADUAL;266;'01201407000140;COMITE EXECUTIVO HUMBERTO SOARES DA COSTA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC RAIMUNDO HERMINIO DE MELO;12012211;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;328;'00670664000168;CONSELHO ESCOLARUNIDADE EXECUTORA DEPUTADO RAIMUNDO MELO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC DR AUGUSTO MONTEIRO;12012297;ADMINISTRAÇÃO PÚBLICA ESTADUAL;74;'03178791000132;COMITE EXECUTIVO DR AUGUSTO MONTEIRO;PDDE EQUIDADE;PDDE AGUA 2020;22400;5600;28000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC DUQUE DE CAXIAS;12012378;ADMINISTRAÇÃO PÚBLICA ESTADUAL;334;'01191001000123;COMITE EXECUTIVO DUQUE DE CAXIAS;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;08/08/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ERCILIA FEITOSA GOMES;12012424;ADMINISTRAÇÃO PÚBLICA ESTADUAL;171;'05870907000125;COMITE EXECUTIVO ERCILIA FEITOSA GOMES;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC IRACEMA GOMES PEREIRA;12012610;ADMINISTRAÇÃO PÚBLICA ESTADUAL;218;'01226544000139;COMITE EXECUTIVO IRACEMA GOMES PEREIRA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC JORGE FELIX LAVOCAT;12012700;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;263;'00990753000191;CONSELHO ESCOLAR UNIDADE EXECUTORA JORGE FELIX LAVOCAT;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC MARIO LOBAO;12013064;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;254;'03720890000102;CONSELHO ESCOLARUNIDADE EXECUTORA MARIO LOBAO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;05/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC OSCAR FELICIO DE SOUZA;12013226;ADMINISTRAÇÃO PÚBLICA ESTADUAL;127;'01240943000154;COMITE EXECUTIVO OSCAR FELICIO DE SOUZA;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC PROF DALVA DE SOUZA DAS NEVES;12013510;ADMINISTRAÇÃO PÚBLICA ESTADUAL;163;'03419092000137;COMITE EXECUTIVO DALVA DE SOUZA DAS NEVES;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC SAO CAMILO;12013684;ADMINISTRAÇÃO PÚBLICA ESTADUAL;192;'01228088000166;COMITE EXECUTIVO SAO CAMILO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
2023;NORTE;AC;PORTO ACRE;1200807;'04033254000167;ESC SAO RAIMUNDO NONATO;12014036;ADMINISTRAÇÃO PÚBLICA ESTADUAL;407;'05751002000136;COMITE EXECUTIVO SAO RAIMUNDO NONATO;PDDE EQUIDADE;Sala de Recursos multifuncionais 2023;4000;16000;20000;06/10/2023
